year,latitude_eq,longitude_eq,country,regionCode_eq,intensity,eqDepth,magnitude_Mw,oceanicTsunami
1926,-9.674,159.519,SOLOMON ISLANDS,170,,35.0,6.693,1
1927,37.9,142.0,JAPAN,30,,10.0,6.693,1
1927,-44.6,-73.0,CHILE,160,,33.0,6.827,1
1927,55.663,160.039,RUSSIA,50,,35.0,7.5,1
1928,49.0,-125.0,CANADA,150,,33.0,5.956,1
1889,1.0,126.25,INDONESIA,170,,70.0,7.43,1
1915,18.0,119.5,PHILIPPINES,170,8.0,33.0,6.3580000000000005,1
1925,18.5,-107.0,MEXICO,150,,80.0,6.76,1
1926,-28.0,-71.0,CHILE,160,,33.0,6.09,1
1940,-22.0,-71.0,CHILE,160,,75.0,6.961,1
1958,-4.5,104.0,INDONESIA,60,,200.0,6.559000000000001,1
1962,52.47,-168.54,USA,150,,33.0,6.5,1
1963,-24.8,-176.6,TONGA,170,,45.0,7.095000000000001,1
1984,56.2,163.4,RUSSIA,50,,33.0,6.76,1
1992,-11.122,165.239,SOLOMON ISLANDS,170,,19.0,6.76,1
1996,30.568,131.093,JAPAN,30,,10.0,6.6,1
1938,37.0,141.5,JAPAN,30,,60.0,6.09,1
1939,32.3,132.0,JAPAN,30,,20.0,6.491999999999999,1
1939,-27.0,-70.5,CHILE,160,,100.0,7.0280000000000005,1
1939,13.5,121.25,PHILIPPINES,170,5.0,110.0,6.425000000000001,1
1940,44.2,139.5,JAPAN,30,9.0,10.0,7.095000000000001,1
1940,-41.5,-74.5,CHILE,160,,33.0,6.76,1
1941,-4.175,152.071,PAPUA NEW GUINEA,170,,15.0,7.4,1
1946,-13.314,-76.764,PERU,160,7.0,53.0,6.1,1
1947,-38.85,178.87,NEW ZEALAND,170,4.0,12.0,7.1,1
1947,-38.42,178.88,NEW ZEALAND,170,,12.0,6.9,1
1947,43.8,141.0,JAPAN,30,,33.0,6.76,1
1948,-22.5,-69.0,CHILE,160,7.0,100.0,6.76,1
1949,-5.5,154.0,PAPUA NEW GUINEA,170,,60.0,7.5,1
1950,14.31,-91.917,GUATEMALA,100,8.0,65.0,7.5,1
1950,-10.0,159.5,SOLOMON ISLANDS,170,,33.0,6.961,1
1952,10.088,-85.211,COSTA RICA,100,,35.0,6.4,1
1953,19.8,-70.7,DOMINICAN REPUBLIC,90,,33.0,6.894,1
1954,38.9,142.2,JAPAN,30,,30.0,6.425000000000001,1
1955,-6.9,155.7,SOLOMON ISLANDS,170,,33.0,6.425000000000001,1
1955,-5.1,152.924,PAPUA NEW GUINEA,170,,35.0,7.3,1
1956,33.8,138.8,JAPAN,30,,50.0,6.425000000000001,1
1959,-4.0,-81.5,PERU,160,7.0,19.0,7.0280000000000005,1
1959,44.3,149.0,RUSSIA,50,,40.0,5.42,1
1959,45.89,151.11,RUSSIA,50,,70.0,6.894,0
1960,39.8,143.4,JAPAN,30,,20.0,7.095000000000001,1
1960,39.4,143.7,JAPAN,30,,20.0,6.559000000000001,1
1960,-9.4,152.3,PAPUA NEW GUINEA,170,,33.0,6.491999999999999,1
1960,-38.5,-75.1,CHILE,160,,55.0,7.0280000000000005,1
1961,50.016,156.099,RUSSIA,50,,59.0,6.6,0
1961,-18.421,168.411,VANUATU,170,6.0,35.0,7.3,1
1961,-9.849,160.614,SOLOMON ISLANDS,170,,25.0,6.4,1
1961,46.338,149.548,RUSSIA,50,,154.0,6.559000000000001,0
1961,-36.7,-73.0,CHILE,160,,15.0,6.425000000000001,1
1962,8.008,-82.757,PANAMA,100,,35.0,6.626,1
1962,38.073,142.741,JAPAN,30,,25.0,7.2,1
1962,41.8,142.4,JAPAN,30,,60.0,5.889,1
1963,44.426,149.272,RUSSIA,50,,48.0,7.1,1
1963,-6.4,105.4,INDONESIA,60,,64.0,6.491999999999999,1
1965,-25.67,-70.63,CHILE,160,,36.0,6.76,1
1965,-31.81,-71.26,CHILE,160,6.0,58.0,6.09,1
1965,53.03,-167.55,USA,150,,40.0,6.425000000000001,1
1965,38.384,22.545,GREECE,130,8.0,18.0,6.1,1
1965,-15.8,167.2,VANUATU,170,,13.0,7.6,1
1965,-42.9,-75.13,CHILE,160,3.0,28.0,6.425000000000001,1
1967,-10.6,-79.8,PERU,160,,40.0,6.76,1
1967,-28.78,-71.19,CHILE,160,,35.0,6.023,1
1968,43.586,146.701,RUSSIA,50,,40.0,7.3,1
1970,-52.0,-73.8,CHILE,160,,10.0,6.09,1
1970,-22.28,-70.55,CHILE,160,,44.0,6.3580000000000005,1
1970,32.2,131.7,JAPAN,30,,34.0,6.76,1
1970,-20.94,-69.81,CHILE,160,,33.0,6.09,1
1971,51.4,-177.2,USA,150,6.0,43.0,6.827,1
1971,41.4,143.5,JAPAN,30,,51.0,6.961,1
1971,46.7,141.4,RUSSIA,50,,29.0,5.755,1
1971,46.4,141.2,RUSSIA,50,,6.0,6.491999999999999,1
1971,-6.5,146.6,PAPUA NEW GUINEA,170,7.0,115.0,6.76,1
1971,51.5,179.1,USA,150,,2.0,5.889,1
1972,-30.5,-71.8,CHILE,160,7.0,39.0,6.491999999999999,1
1972,-6.0,152.9,SOLOMON SEA,170,5.0,10.0,6.827,1
1972,-30.6,-71.0,CHILE,160,,60.0,5.688000000000001,1
1974,-7.5,155.9,SOLOMON ISLANDS,170,,34.0,6.76,1
1974,-38.5,-73.4,CHILE,160,6.0,36.0,6.827,1
1974,43.2,146.7,RUSSIA,50,4.0,43.0,6.559000000000001,1
1975,-29.9,-71.3,CHILE,160,8.0,4.0,6.693,1
1975,43.024,147.734,RUSSIA,50,,15.0,6.76,1
1976,44.915,149.123,RUSSIA,50,5.0,41.0,6.76,1
1977,-1.081,146.23,PAPUA NEW GUINEA,170,4.0,33.0,5.755,1
1977,-25.856,-175.406,TONGA,170,,33.0,6.894,1
1978,8.249,122.403,PHILIPPINES,170,,24.0,6.693,1
1978,22.282,121.512,TAIWAN,30,,17.0,7.0280000000000005,1
1979,60.691,-141.671,USA,150,7.0,18.0,7.5,1
1980,43.53,146.753,RUSSIA,50,7.0,44.0,6.76,1
1981,38.64,142.75,JAPAN,30,,33.0,6.693,1
1982,4.374,97.755,INDONESIA,60,,52.0,5.688000000000001,1
1982,33.826,139.434,JAPAN,30,,22.0,6.157,1
1983,-4.056,127.924,INDONESIA,170,,17.0,6.425000000000001,1
1983,40.249,138.948,JAPAN,30,,26.0,5.9,1
1983,41.346,139.099,JAPAN,30,,10.0,6.693,1
1984,44.117,148.192,RUSSIA,50,,44.0,6.76,1
1984,34.006,141.5,JAPAN,30,,48.0,6.693,1
1986,52.327,-174.504,USA,150,,26.0,6.4,1
1987,37.447,137.865,JAPAN,30,,23.0,5.487,1
1987,-17.94,-172.225,TONGA,170,,16.0,6.961,1
1987,-7.288,154.371,PAPUA NEW GUINEA,170,,25.0,6.626,1
1987,58.586,-143.27,USA,150,,10.0,7.2,1
1988,-24.753,-70.433,CHILE,160,,37.0,6.559000000000001,1
1988,18.606,121.013,PHILIPPINES,170,,53.0,5.62,1
1989,55.543,-156.835,USA,150,,11.0,6.693,1
1989,39.571,143.333,JAPAN,30,,10.0,6.491999999999999,1
1990,34.706,139.252,JAPAN,30,,14.0,6.3580000000000005,1
1991,-9.929,159.139,SOLOMON ISLANDS,170,,10.0,6.9,1
1991,48.268,154.328,RUSSIA,50,,39.0,5.889,1
1991,58.427,-175.45,BERING SEA,80,,20.0,6.7,1
1991,-9.094,158.442,SOLOMON ISLANDS,170,,23.0,7.2,1
1991,45.533,151.021,RUSSIA,50,,24.0,7.6,1
1992,18.0,108.0,CHINA,30,,8.0,4.549,1
1992,39.419,143.33,JAPAN,30,,29.0,6.76,1
1993,41.985,139.839,JAPAN,30,,13.0,6.3,1
1993,51.934,158.647,RUSSIA,50,,34.0,7.0,1
1994,40.402,-125.68,USA,150,6.0,10.0,7.0,1
1995,-4.183,135.109,INDONESIA,170,,33.0,6.9,0
1995,12.059,125.58,PHILIPPINES,170,,21.0,7.2,1
1995,12.047,125.92,PHILIPPINES,170,,23.0,6.8,1
1995,27.929,130.175,JAPAN,30,,28.0,7.1,1
1995,28.094,130.148,JAPAN,30,,20.0,6.8,1
1996,15.978,-98.07,MEXICO,150,,21.0,7.1,1
1996,51.478,-176.847,USA,150,,24.0,7.3,1
1996,31.555,139.931,JAPAN,30,,33.0,5.7,1
1996,-22.118,-113.436,CHILE,160,,10.0,6.9,1
1996,31.789,131.314,JAPAN,30,,49.0,6.7,1
1998,22.306,125.308,TAIWAN,30,,33.0,7.5,1
1927,44.4,34.4,UKRAINE,110,7.0,27.0,6.09,1
1927,44.4,34.3,UKRAINE,110,7.0,23.0,5.889,0
1939,39.907,39.586,TURKEY,140,12.0,20.0,7.8,1
1982,-9.265,118.479,INDONESIA,60,,33.0,6.3580000000000005,1
1910,9.0,125.5,PHILIPPINES,170,7.0,60.0,6.224,1
1925,-26.0,-71.5,CHILE,160,,50.0,6.827,1
1957,-23.5,-71.5,CHILE,160,3.0,33.0,6.76,1
1964,40.3,139.0,JAPAN,30,,30.0,6.693,1
1971,46.3,140.9,RUSSIA,50,,16.0,6.224,1
1983,55.867,161.287,RUSSIA,50,,63.0,6.425000000000001,1
1970,43.84,39.34,RUSSIA,40,,7.0,5.487,1
1891,-9.0,124.0,INDONESIA,60,,80.0,6.76,1
1892,-3.0,127.75,INDONESIA,170,,70.0,6.76,1
1900,-4.0,140.0,INDONESIA,170,,33.0,6.693,1
1914,-17.0,-72.0,PERU,160,,130.0,6.894,1
1915,38.5,20.7,GREECE,130,9.0,14.0,6.559000000000001,1
1919,8.0,126.0,PHILIPPINES,170,7.0,33.0,7.0280000000000005,1
1922,-16.5,-73.0,PERU,160,,33.0,6.894,1
1925,9.3,122.7,PHILIPPINES,170,9.0,33.0,6.626,1
1927,34.2,142.0,JAPAN,30,,20.0,6.693,1
1950,-53.5,-71.5,CHILE,160,6.0,33.0,6.76,1
1960,40.3,142.5,JAPAN,30,,50.0,6.559000000000001,1
1964,47.159,153.876,RUSSIA,50,,15.0,6.626,1
1965,-15.9,166.8,VANUATU,170,,33.0,7.4,1
1967,45.53,151.11,RUSSIA,50,8.0,38.0,6.76,1
1969,-6.6,146.9,PAPUA NEW GUINEA,170,,17.0,5.688000000000001,1
1974,-7.4,155.6,SOLOMON ISLANDS,170,6.0,40.0,6.827,1
1978,44.026,149.002,RUSSIA,50,4.0,33.0,6.559000000000001,1
1979,40.232,143.703,JAPAN,30,,10.0,6.3580000000000005,1
1982,36.194,141.702,JAPAN,30,,37.0,6.626,1
1990,33.267,138.643,JAPAN,30,,10.0,6.425000000000001,1
1994,40.608,143.683,JAPAN,30,,13.0,6.4,1
1994,43.905,147.916,RUSSIA,50,,33.0,7.3,1
1995,-28.906,-71.417,CHILE,160,,20.0,6.7,1
1996,31.885,131.468,JAPAN,30,,22.0,6.7,1
2003,37.812,142.619,JAPAN,30,,10.0,7.0,1
2004,-3.12,127.4,INDONESIA,170,,17.0,6.7,1
2001,23.954,122.734,TAIWAN,30,,14.0,6.8,1
1930,34.03,-118.643,USA,150,7.0,15.0,5.554,1
1989,18.986,-68.833,USA TERRITORY,90,,26.0,5.018000000000001,1
1967,-21.7,-69.5,CHILE,160,,33.0,7.095000000000001,1
1987,36.988,141.689,JAPAN,30,,48.0,6.291,1
2005,34.064,141.491,JAPAN,30,,28.0,6.6,1
1818,-7.0,117.0,INDONESIA,60,,600.0,7.765000000000001,1
1897,-6.8,120.8,INDONESIA,60,,15.0,5.755,1
1984,31.448,140.036,JAPAN,30,,41.0,5.755,1
2005,2.085,97.108,INDONESIA,60,,30.0,8.6,1
2005,-1.644,99.607,INDONESIA,60,5.0,19.0,6.7,1
2005,41.301,-125.97,USA,150,4.0,10.0,7.2,1
2005,38.276,142.039,JAPAN,30,,36.0,7.2,1
2005,1.819,97.082,INDONESIA,60,,21.0,6.7,0
2005,-1.174,119.963,INDONESIA,170,,32.0,5.9,0
2005,42.389,19.812,ALBANIA,130,,4.0,5.2,0
2005,-9.948,124.48,INDONESIA,60,,10.0,5.3,0
2005,35.498,139.982,JAPAN,30,,61.0,5.9,0
2005,7.92,92.19,INDIA,60,,16.0,7.2,0
2005,46.827,125.058,CHINA,30,,48.0,5.219,0
2005,45.365,-112.615,USA,150,6.0,13.0,5.6,0
2005,39.437,33.089,TURKEY,140,,5.0,5.3,0
2005,26.569,103.036,CHINA,30,,42.0,5.286,0
2005,9.985,108.383,VIETNAM,30,,10.0,4.855,0
2005,28.85,52.56,IRAN,140,,10.0,5.365,0
2005,23.627,104.103,CHINA,30,,10.0,5.085,0
2005,-19.78,-68.98,CHILE,160,,11.0,5.8,0
2005,17.398,74.118,INDIA,60,7.0,35.0,4.7700000000000005,0
2005,30.924,78.56,INDIA,60,6.0,43.0,4.7700000000000005,0
2005,17.067,73.773,INDIA,60,6.0,10.0,5.025,0
2005,-4.539,153.474,PAPUA NEW GUINEA,170,,90.0,7.7,0
2005,-5.678,-76.398,PERU,160,,115.0,7.5,0
2005,-16.635,-70.794,PERU,160,,20.0,5.535,0
2005,34.451,73.649,PAKISTAN,60,8.0,15.0,7.6,0
2005,38.152,26.751,TURKEY,140,,10.0,5.9,0
1977,-9.89,160.348,SOLOMON ISLANDS,170,7.0,19.0,7.161999999999999,1
1977,-9.828,160.323,SOLOMON ISLANDS,170,6.0,33.0,6.626,1
1978,44.14,149.029,RUSSIA,50,5.0,33.0,6.491999999999999,1
1971,38.8,40.5,TURKEY,140,8.0,3.0,6.559000000000001,0
1984,38.308,22.11,GREECE,130,,20.0,5.6,1
1987,-10.717,162.33,SOLOMON ISLANDS,170,,75.0,6.3,1
1987,-14.074,167.828,VANUATU,170,,48.0,6.491999999999999,1
1997,-22.101,-176.772,TONGA,170,,167.0,7.7,1
2002,23.346,124.09,JAPAN,30,,33.0,6.4,1
2005,12.471,40.634,ETHIOPIA,10,,12.0,5.6,0
2005,-0.507,-77.745,ECUADOR,160,6.0,35.0,5.11,0
2005,23.604,107.798,CHINA,30,,10.0,4.6,0
2005,-5.852,-78.704,PERU,160,,40.0,5.4,0
2005,38.107,144.896,JAPAN,30,,11.0,7.0,1
2005,29.695,115.689,CHINA,30,,10.0,5.2,0
2005,26.774,55.858,IRAN,140,,10.0,6.0,0
2005,-6.224,29.83,CONGO,10,4.0,22.0,6.8,0
2005,36.357,71.093,AFGHANISTAN,40,,225.0,6.5,0
1994,-10.362,112.892,INDONESIA,60,,26.0,6.6,1
1994,-10.341,113.369,INDONESIA,60,,17.0,6.1,1
1961,8.9,-73.4,COLOMBIA,90,,120.0,6.425000000000001,0
2006,-20.187,-174.123,TONGA,170,7.0,55.0,7.9,1
2006,-9.284,107.419,INDONESIA,60,,20.0,7.7,1
1997,13.986,144.901,USA TERRITORY,170,7.0,101.0,6.5,0
1975,13.843,144.754,USA TERRITORY,170,7.0,113.0,6.215,0
1982,17.25,-93.21,MEXICO,150,,9.0,4.415,0
2006,36.311,23.212,GREECE,130,,66.0,6.7,0
2006,27.382,88.388,INDIA,60,,30.0,5.3,0
2006,41.708,25.544,BULGARIA,110,,10.0,4.94,0
2006,-21.324,33.583,MOZAMBIQUE,10,5.0,11.0,7.0,0
2006,26.912,91.705,BHUTAN,60,,10.0,5.8,0
2006,28.12,56.865,IRAN,140,,18.0,6.0,0
2006,23.777,70.899,INDIA,60,,10.0,5.5,0
2006,33.129,73.887,PAKISTAN,60,,10.0,5.195,0
2006,-3.595,127.214,INDONESIA,170,,30.0,6.7,1
2006,36.623,5.328,ALGERIA,15,,10.0,5.353,0
2006,27.574,55.685,IRAN,140,,18.0,5.9,0
2006,3.462,97.224,INDONESIA,60,,30.0,5.28,0
2006,33.5,48.78,IRAN,140,,7.0,6.1,0
2006,44.624,124.122,CHINA,30,,10.0,5.195,0
2006,22.868,121.278,TAIWAN,30,,9.0,6.2,0
2006,34.6,73.136,PAKISTAN,60,,10.0,5.11,0
2006,23.322,70.477,INDIA,60,,10.0,5.5,0
2006,37.64,20.92,GREECE,130,,18.0,5.5,0
2006,31.607,90.413,CHINA,40,,33.0,5.7,0
2006,60.949,167.089,RUSSIA,50,,22.0,7.6,0
2006,30.79,56.7,IRAN,140,,14.0,4.817,0
2006,-5.575,105.395,INDONESIA,60,,17.0,5.5,0
2006,-7.961,110.446,INDONESIA,60,,13.0,6.3,0
2006,26.759,55.843,IRAN,140,,5.0,5.365,0
2006,37.605,43.787,TURKEY,140,,10.0,4.515,0
2006,33.129,131.141,JAPAN,30,,140.0,6.3,0
2006,40.27,19.96,ALBANIA,130,,10.0,4.855,0
2006,33.068,104.95,CHINA,30,,24.0,5.085,0
2005,38.26,38.814,TURKEY,140,,9.0,5.018000000000001,0
2005,30.476,79.255,INDIA,60,,44.0,5.535,0
2005,38.804,26.783,TURKEY,140,,14.0,4.685,0
1979,41.956,19.023,MONTENEGRO,130,,10.0,5.621,1
1979,34.53,24.437,GREECE,130,,33.0,5.821999999999999,1
1983,38.026,20.228,GREECE,130,,14.0,6.894,1
1983,35.5,139.07,JAPAN,30,,25.0,5.621,0
2000,34.22,25.69,GREECE,130,,38.0,5.5,1
2006,27.995,104.138,CHINA,30,,56.0,4.9,0
1976,7.249,122.939,PHILIPPINES,170,,22.0,6.626,0
2006,37.255,68.828,TAJIKISTAN,40,,34.0,5.6,0
2006,-33.131,-68.707,ARGENTINA,160,5.0,22.0,5.6,0
2006,38.246,69.22,TAJIKISTAN,40,,10.0,5.025,0
2006,45.84,-0.14,FRANCE,120,,5.0,4.685,0
2006,28.012,104.151,CHINA,30,,22.0,5.151999999999999,0
2006,19.878,-155.935,USA,150,8.0,39.0,6.7,1
2006,-16.592,-172.033,SAMOA,170,4.0,28.0,6.9,1
2006,26.319,-86.606,MEXICO,90,,14.0,5.8,0
1971,46.4,141.1,RUSSIA,50,,21.0,6.157,1
2004,49.277,-128.772,CANADA,150,,10.0,6.6,1
2003,-22.015,169.766,NEW CALEDONIA,170,,10.0,7.3,1
2006,46.592,153.266,RUSSIA,50,,10.0,8.3,1
2006,-14.52,34.28,MALAWI,10,,10.0,4.26,0
2006,10.876,-61.756,TRINIDAD AND TOBAGO,90,,53.0,6.1,0
2006,10.814,-61.758,TRINIDAD AND TOBAGO,90,,52.0,5.5,0
2006,-13.457,-76.677,PERU,160,4.0,23.0,6.7,0
2006,31.56,113.21,CHINA,30,,10.0,4.855,0
2006,43.469,119.558,CHINA,30,,10.0,5.025,0
2006,21.799,120.547,TAIWAN,30,,10.0,7.0,1
2006,2.52,128.283,INDONESIA,170,,39.0,6.2,0
2007,46.243,154.524,RUSSIA,50,,10.0,8.1,1
2006,42.99,-0.05,FRANCE,120,,10.0,5.025,0
2006,48.195,22.46,HUNGARY,110,,10.0,5.11,0
2006,44.229,83.524,CHINA,40,,20.0,5.219,0
2006,-3.728,119.233,INDONESIA,170,,31.0,5.45,0
2006,-8.251,118.777,INDONESIA,60,,43.0,6.3,0
2006,47.58,7.6,SWITZERLAND,120,,5.0,4.345,0
2006,18.901,98.916,THAILAND,60,,10.0,4.94,0
1927,57.69,-136.07,USA,150,7.0,0.0,6.827,1
1953,-18.3,178.2,FIJI,170,,33.0,6.4,1
2006,0.626,99.859,INDONESIA,60,,30.0,5.8,0
1966,-12.334,166.684,SOLOMON ISLANDS,170,,23.0,7.2,1
1930,-25.102,-65.419,ARGENTINA,160,8.0,15.0,6.1,0
1997,31.959,141.878,JAPAN,30,,10.0,6.2,1
2007,37.336,136.588,JAPAN,30,5.0,8.0,6.7,1
2006,26.88,76.15,INDIA,60,,10.0,4.6,0
2006,42.156,76.163,KYRGYZSTAN,40,,12.0,5.8,0
2006,47.449,19.343,HUNGARY,110,,5.0,4.515,0
2007,39.803,70.311,KYRGYZSTAN,40,,18.0,6.0,0
2007,37.021,103.911,CHINA,30,,20.0,4.855,0
2007,33.259,104.74,CHINA,30,,23.0,5.025,0
2007,39.592,42.863,TURKEY,140,,3.0,5.365,0
2007,1.065,126.282,INDONESIA,170,,22.0,7.5,0
2007,-8.466,157.043,SOLOMON ISLANDS,170,,24.0,8.1,1
1931,-3.417,142.077,PAPUA NEW GUINEA,170,,35.0,7.0,1
2007,-20.617,169.357,VANUATU,170,,34.0,7.1,1
1922,-7.111,143.53,PAPUA NEW GUINEA,170,,15.0,6.9,1
2007,6.614,126.24,PHILIPPINES,170,,79.0,5.195,0
2007,38.318,39.267,TURKEY,140,,10.0,5.7,0
2007,-45.243,-72.648,CHILE,160,7.0,37.0,6.2,1
2007,-0.493,100.498,INDONESIA,60,8.0,19.0,6.4,0
2007,2.082,-76.495,COLOMBIA,160,,43.0,5.42,0
2007,33.49,48.93,IRAN,140,,16.0,5.025,0
2007,38.34,20.42,GREECE,130,6.0,15.0,5.8,0
2007,17.302,-100.198,MEXICO,150,5.0,34.0,6.0,0
2007,34.807,136.239,JAPAN,30,,16.0,5.151999999999999,0
2007,41.172,19.897,ALBANIA,130,,14.0,4.855,0
1970,43.078,47.131,RUSSIA,40,,12.0,6.1,0
2007,37.57,138.478,JAPAN,30,,10.0,6.6,1
2007,45.394,-112.13,USA,150,5.0,14.0,4.5,0
2007,20.504,100.746,LAOS,60,,24.0,6.3,0
2007,-1.065,127.343,INDONESIA,170,,24.0,6.1,0
2007,23.028,101.052,CHINA,30,,5.0,6.1,0
2007,51.085,1.009,UK,120,6.0,10.0,4.94,0
1951,-3.252,142.238,PAPUA NEW GUINEA,170,,25.0,6.1,1
2007,47.116,141.798,RUSSIA,50,,5.0,6.2,1
2007,51.307,-179.971,USA,150,,21.0,6.7,1
2007,-5.968,107.655,INDONESIA,60,,289.0,7.5,0
2007,13.554,-90.618,GUATEMALA,100,,23.0,6.7,0
2007,34.437,50.833,IRAN,140,,5.0,5.5,0
2007,-13.386,-76.603,PERU,160,8.0,39.0,8.0,1
2007,-3.987,-79.836,ECUADOR,160,,50.0,4.855,0
2007,-4.438,101.367,INDONESIA,60,,34.0,8.4,1
2007,-2.625,100.841,INDONESIA,60,,35.0,7.9,0
2007,-49.418,163.954,NEW ZEALAND,170,,10.0,7.4,1
2007,42.913,82.378,CHINA,40,,10.0,5.6,0
2007,37.804,-122.193,USA,150,,5.0,4.2,0
2007,38.936,70.485,TAJIKISTAN,40,,10.0,5.2,0
2007,30.881,78.239,INDIA,60,,19.0,4.9510000000000005,0
2007,2.872,127.464,INDONESIA,170,,25.0,6.9,0
2007,-15.595,167.68,VANUATU,170,,120.0,7.2,0
2007,39.465,-111.237,USA,150,,2.0,4.6,0
2007,39.464,-111.207,USA,150,,0.0,2.39,0
2007,17.2,73.7,INDIA,60,,5.0,4.7700000000000005,0
2007,28.154,56.652,IRAN,140,,10.0,5.28,0
2007,-7.783,114.338,INDONESIA,60,,35.0,5.11,0
2007,-22.247,-69.89,CHILE,160,8.0,40.0,7.7,1
1970,57.5,-153.9,USA,150,5.0,29.0,6.09,1
2007,-8.277,118.339,INDONESIA,60,,35.0,6.5,0
2007,14.944,-61.274,MARTINIQUE,90,,156.0,7.4,1
2007,-25.996,-177.514,KERMADEC ISLANDS (NEW ZEALAND),170,,153.0,7.8,1
2007,2.982,-77.967,COLOMBIA,160,,31.0,6.8,0
2007,-44.785,167.583,NEW ZEALAND,170,,26.0,6.8,0
2007,35.304,76.753,PAKISTAN,60,,10.0,5.286,0
2007,37.434,-121.774,USA,150,,10.0,5.6,0
2007,21.181,70.724,INDIA,60,,10.0,5.1,0
2007,9.721,124.647,PHILIPPINES,170,,72.0,5.365,0
2007,22.15,92.388,BANGLADESH,60,,29.0,5.487,0
2007,-2.312,-77.838,ECUADOR,160,,123.0,6.8,0
2007,31.68,49.93,IRAN,140,,7.0,5.11,0
2007,28.555,77.057,INDIA,60,,10.0,5.025,0
2007,-15.048,-44.231,BRAZIL,160,,10.0,4.94,0
1990,-22.122,175.163,FIJI,170,,33.0,7.6,0
2007,-32.689,-71.695,CHILE,160,,25.0,5.9,0
2007,-39.011,178.291,NEW ZEALAND,170,7.0,20.0,6.6,0
2007,39.417,33.212,TURKEY,140,,10.0,5.7,0
2007,39.446,33.162,TURKEY,140,,8.0,5.6,0
2008,-2.486,99.972,INDONESIA,60,,25.0,6.5,1
2008,40.288,72.985,KYRGYZSTAN,40,,6.0,5.6,0
2008,14.129,-91.479,GUATEMALA,100,,66.0,5.6,0
2008,-0.795,134.012,INDONESIA,170,,12.0,5.9,0
2008,35.616,-0.57,ALGERIA,15,,10.0,4.94,0
2008,22.761,92.333,BANGLADESH,60,,34.0,5.28,0
2008,1.011,97.442,INDONESIA,60,,20.0,6.1,0
2008,-2.296,28.9,CONGO,10,,10.0,5.9,0
2008,23.433,87.111,INDIA,60,,10.0,4.685,0
2008,32.456,-115.315,MEXICO,150,,3.0,5.1,0
2008,31.73,51.2,IRAN,140,,14.0,5.353,0
2008,-2.404,28.918,RWANDA,10,,10.0,5.353,0
2008,33.327,35.305,LEBANON,140,,10.0,5.28,0
1940,38.1,13.5,ITALY,130,8.0,15.0,5.286,1
1961,36.693,28.594,TURKEY,140,,35.0,6.4,1
1919,41.4,12.6,ITALY,130,8.0,10.0,5.821999999999999,1
2008,-20.071,168.892,NEW CALEDONIA,170,,33.0,7.3,1
1973,43.2,146.6,RUSSIA,50,,50.0,6.491999999999999,1
1990,23.722,121.627,TAIWAN,30,5.0,10.0,6.291,1
2000,33.901,139.376,JAPAN,30,,10.0,6.5,1
2008,38.452,-87.886,USA,150,,14.0,5.3,0
2008,30.98,103.396,CHINA,30,9.0,10.0,7.9,0
1926,37.973,-28.59,AZORES (PORTUGAL),70,10.0,10.0,5.8,1
1911,38.289,72.596,TAJIKISTAN,40,,15.0,7.2,0
2008,2.768,95.964,INDONESIA,60,,26.0,7.4,0
2008,41.153,-114.867,USA,150,8.0,7.0,6.0,0
2008,53.403,-0.332,UK,120,,18.0,5.11,0
2008,-3.7,-40.35,BRAZIL,160,,10.0,4.685,0
2008,23.33,70.592,INDIA,60,,10.0,4.855,0
2008,35.49,81.467,CHINA,40,,10.0,7.2,0
2008,-12.178,-77.164,PERU,160,,51.0,5.3,0
1986,-4.448,143.943,PAPUA NEW GUINEA,170,7.0,102.0,6.827,0
2008,4.33,-73.764,COLOMBIA,160,,9.0,5.6,0
2008,64.004,-21.012,ICELAND,120,,10.0,6.3,0
2008,32.57,105.424,CHINA,30,,10.0,6.0,0
2008,39.03,140.881,JAPAN,30,,8.0,6.9,0
1974,31.6,119.2,CHINA,30,,16.0,5.755,0
2008,37.963,21.525,GREECE,130,,16.0,6.3,0
2008,37.552,142.214,JAPAN,30,,22.0,6.9,1
1969,41.45,79.367,CHINA,40,7.0,10.0,6.291,0
1967,38.5,116.5,CHINA,30,7.0,30.0,6.291,0
1967,31.6,100.3,CHINA,30,9.0,10.0,6.626,0
1967,37.717,115.217,CHINA,30,7.0,25.0,5.889,0
1967,36.467,111.217,CHINA,30,6.0,30.0,5.688000000000001,0
1924,36.8,83.8,CHINA,40,,33.0,6.961,0
1930,25.826,98.593,MYANMAR (BURMA),60,8.0,15.0,6.7,0
1932,31.4,115.0,CHINA,30,8.0,15.0,6.09,0
1955,26.6,101.8,CHINA,30,9.0,10.0,6.626,0
1962,23.72,114.67,CHINA,30,8.0,25.0,6.157,0
1907,59.5,-135.5,USA,150,5.0,33.0,5.755,1
1961,24.97,98.63,CHINA,30,8.0,33.0,5.956,0
1961,27.73,99.75,CHINA,30,8.0,25.0,6.09,0
1962,25.2,101.2,CHINA,30,7.0,18.0,6.224,0
1964,26.1,101.0,CHINA,30,7.0,15.0,5.688000000000001,0
1965,35.0,111.63,CHINA,30,7.0,10.0,5.755,0
1965,22.4,101.6,CHINA,30,7.0,15.0,6.157,0
2008,-10.368,-75.512,PERU,160,,33.0,5.5,0
2008,35.5,58.8,IRAN,140,,10.0,5.0,0
